+------------------------------------------+----------+----------------------------------+--------------------------------------------------+-----+
| Registry name                            | Meta/dmg | Display name                     | Ore Dict Keys                                    | NBT |
| embers:plate_iron                        |        0 | Iron Plate                       | plateIron                                        |     |
| embers:plate_lead                        |        0 | Lead Plate                       | plateLead                                        |     |
| embers:plate_nickel                      |        0 | Nickel Plate                     | plateNickel                                      |     |
| embers:plate_silver                      |        0 | Silver Plate                     | plateSilver                                      |     |
| embers:plate_tin                         |        0 | Tin Plate                        | plateTin                                         |     |
| extrautils2:compressedcobblestone        |        0 | Compressed Cobblestone           | compressed1xCobblestone                          |     |
| extrautils2:compressedcobblestone        |        1 | Double Compressed Cobblestone    | compressed2xCobblestone                          |     |
| extrautils2:compressedcobblestone        |        2 | Triple Compressed Cobblestone    | compressed3xCobblestone                          |     |
| extrautils2:compressedcobblestone        |        3 | Quadruple Compressed Cobblestone | compressed4xCobblestone                          |     |
| extrautils2:compressedcobblestone        |        4 | Quintuple Compressed Cobblestone | compressed5xCobblestone                          |     |
| extrautils2:compressedcobblestone        |        5 | Sextuple Compressed Cobblestone  | compressed6xCobblestone                          |     |
| extrautils2:compressedcobblestone        |        6 | Septuple Compressed Cobblestone  | compressed7xCobblestone                          |     |
| extrautils2:compressedcobblestone        |        7 | Octuple Compressed Cobblestone   | compressed8xCobblestone                          |     |
| extrautils2:compresseddirt               |        0 | Compressed Dirt                  | compressed1xDirt                                 |     |
| extrautils2:compresseddirt               |        1 | Double Compressed Dirt           | compressed2xDirt                                 |     |
| extrautils2:compresseddirt               |        2 | Triple Compressed Dirt           | compressed3xDirt                                 |     |
| extrautils2:compresseddirt               |        3 | Quadruple Compressed Dirt        | compressed4xDirt                                 |     |
| extrautils2:compressedgravel             |        0 | Compressed Gravel                | compressed1xGravel                               |     |
| extrautils2:compressedgravel             |        1 | Double Compressed Gravel         | compressed2xGravel                               |     |
| extrautils2:compressednetherrack         |        0 | Compressed Netherrack            | compressed1xNetherrack                           |     |
| extrautils2:compressednetherrack         |        1 | Double Compressed Netherrack     | compressed2xNetherrack                           |     |
| extrautils2:compressednetherrack         |        2 | Triple Compressed Netherrack     | compressed3xNetherrack                           |     |
| extrautils2:compressednetherrack         |        3 | Quadruple Compressed Netherrack  | compressed4xNetherrack                           |     |
| extrautils2:compressednetherrack         |        4 | Quintuple Compressed Netherrack  | compressed5xNetherrack                           |     |
| extrautils2:compressednetherrack         |        5 | Sextuple Compressed Netherrack   | compressed6xNetherrack                           |     |
| extrautils2:compressedsand               |        0 | Compressed Sand                  | compressed1xSand                                 |     |
| extrautils2:compressedsand               |        1 | Double Compressed Sand           | compressed2xSand                                 |     |
| extrautils2:decorativesolidwood          |        1 | Magical Wood                     | blockMagicalWood                                 |     |
| extrautils2:ingredients                  |        0 | Resonating Redstone Crystal      | gemRedstone                                      |     |
| extrautils2:ingredients                  |        1 | Redstone Gear                    | gearRedstone                                     |     |
| extrautils2:ingredients                  |       10 | Drop of Evil                     | dropofevil                                       |     |
| extrautils2:ingredients                  |       11 | Demon Ingot                      | ingotDemonicMetal                                |     |
| extrautils2:ingredients                  |       12 | Enchanted Ingot                  | ingotEnchantedMetal                              |     |
| extrautils2:ingredients                  |       13 | Wireless RF Heating Coil         | xuRedstoneCoil                                   |     |
| extrautils2:ingredients                  |       14 | Blue Dye                         | dye,dyeBlue                                      |     |
| extrautils2:ingredients                  |       15 | Upgrade Speed (Magical)          | xuUpgradeSpeedEnchanted                          |     |
| extrautils2:ingredients                  |       16 | Upgrade Speed (Ultimate)         | xuUpgradeSpeedEnchanted                          |     |
| extrautils2:ingredients                  |       17 | Evil Infused Iron Ingot          | ingotEvilMetal                                   |     |
| extrautils2:ingredients                  |        2 | Eye of Redstone                  | eyeofredstone                                    |     |
| extrautils2:ingredients                  |        3 | Lunar Reactive Dust              | dustLunar,dyeMagenta                             |     |
| extrautils2:ingredients                  |        4 | Red Coal                         | coalPowered                                      |     |
| extrautils2:ingredients                  |        5 | Moon Stone                       | gemMoon                                          |     |
| extrautils2:ingredients                  |        6 | Upgrade Speed                    | xuUpgradeSpeed                                   |     |
| extrautils2:ingredients                  |        7 | Upgrade Stack                    | xuUpgradeStack                                   |     |
| extrautils2:ingredients                  |        8 | Upgrade Mining                   | xuUpgradeMining                                  |     |
| extrautils2:ingredients                  |        9 | Upgrade Base                     | xuUpgradeBlank                                   |     |
| extrautils2:simpledecorative             |        0 | Block of Enchanted Metal         | blockEnchantedMetal                              |     |
| extrautils2:simpledecorative             |        1 | Block of Demon Metal             | blockDemonicMetal                                |     |
| extrautils2:simpledecorative             |        2 | Block_evil                       | blockEvilMetal                                   |     |
| immersiveengineering:material            |        0 | Treated Stick                    | stickTreatedWood                                 |     |
| immersiveengineering:material            |        1 | Iron Rod                         | stickIron                                        |     |
| immersiveengineering:material            |       17 | Coke Dust                        | dustCoke                                         |     |
| immersiveengineering:material            |       18 | HOP Graphite Dust                | dustHOPGraphite                                  |     |
| immersiveengineering:material            |       19 | HOP Graphite Ingot               | ingotHOPGraphite                                 |     |
| immersiveengineering:material            |        2 | Steel Rod                        | stickSteel                                       |     |
| immersiveengineering:material            |       20 | Copper Wire                      | wireCopper                                       |     |
| immersiveengineering:material            |       21 | Electrum Wire                    | wireElectrum                                     |     |
| immersiveengineering:material            |       22 | Aluminium Wire                   | wireAluminum                                     |     |
| immersiveengineering:material            |       23 | Steel Wire                       | wireSteel                                        |     |
| immersiveengineering:material            |       24 | Nitrate Dust                     | dustSaltpeter                                    |     |
| immersiveengineering:material            |       25 | Sulfur Dust                      | dustSulfur                                       |     |
| immersiveengineering:material            |       26 | Vacuum Tube                      | electronTube                                     |     |
| immersiveengineering:material            |        3 | Aluminium Rod                    | stickAluminum                                    |     |
| immersiveengineering:material            |        4 | Industrial Hemp Fiber            | fiberHemp                                        |     |
| immersiveengineering:material            |        5 | Tough Fabric                     | fabricHemp                                       |     |
| immersiveengineering:material            |        6 | Coal Coke                        | fuelCoke                                         |     |
| immersiveengineering:material            |        7 | Slag                             | itemSlag                                         |     |
| immersiveengineering:metal               |        0 | Copper Ingot                     | ingotCopper                                      |     |
| immersiveengineering:metal               |        1 | Aluminium Ingot                  | ingotAluminum                                    |     |
| immersiveengineering:metal               |       10 | Aluminium Grit                   | dustAluminum                                     |     |
| immersiveengineering:metal               |       11 | Lead Grit                        | dustLead                                         |     |
| immersiveengineering:metal               |       12 | Silver Grit                      | dustSilver                                       |     |
| immersiveengineering:metal               |       13 | Nickel Grit                      | dustNickel                                       |     |
| immersiveengineering:metal               |       14 | Uranium Grit                     | dustUranium                                      |     |
| immersiveengineering:metal               |       15 | Constantan Grit                  | dustConstantan                                   |     |
| immersiveengineering:metal               |       16 | Electrum Grit                    | dustElectrum                                     |     |
| immersiveengineering:metal               |       17 | Steel Grit                       | dustSteel                                        |     |
| immersiveengineering:metal               |       18 | Iron Grit                        | dustIron                                         |     |
| immersiveengineering:metal               |       19 | Gold Grit                        | dustGold                                         |     |
| immersiveengineering:metal               |        2 | Lead Ingot                       | ingotLead                                        |     |
| immersiveengineering:metal               |       20 | Copper Nugget                    | nuggetCopper                                     |     |
| immersiveengineering:metal               |       21 | Aluminium Nugget                 | nuggetAluminum                                   |     |
| immersiveengineering:metal               |       22 | Lead Nugget                      | nuggetLead                                       |     |
| immersiveengineering:metal               |       23 | Silver Nugget                    | nuggetSilver                                     |     |
| immersiveengineering:metal               |       24 | Nickel Nugget                    | nuggetNickel                                     |     |
| immersiveengineering:metal               |       25 | Uranium Nugget                   | nuggetUranium                                    |     |
| immersiveengineering:metal               |       26 | Constantan Nugget                | nuggetConstantan                                 |     |
| immersiveengineering:metal               |       27 | Electrum Nugget                  | nuggetElectrum                                   |     |
| immersiveengineering:metal               |       28 | Steel Nugget                     | nuggetSteel                                      |     |
| immersiveengineering:metal               |       29 | Iron Nugget                      | nuggetIron                                       |     |
| immersiveengineering:metal               |        3 | Silver Ingot                     | ingotSilver                                      |     |
| immersiveengineering:metal               |       30 | Copper Plate                     | plateCopper                                      |     |
| immersiveengineering:metal               |       31 | Aluminium Plate                  | plateAluminum                                    |     |
| immersiveengineering:metal               |       32 | Lead Plate                       | plateLead                                        |     |
| immersiveengineering:metal               |       33 | Silver Plate                     | plateSilver                                      |     |
| immersiveengineering:metal               |       34 | Nickel Plate                     | plateNickel                                      |     |
| immersiveengineering:metal               |       35 | Uranium Plate                    | plateUranium                                     |     |
| immersiveengineering:metal               |       36 | Constantan Plate                 | plateConstantan                                  |     |
| immersiveengineering:metal               |       37 | Electrum Plate                   | plateElectrum                                    |     |
| immersiveengineering:metal               |       38 | Steel Plate                      | plateSteel                                       |     |
| immersiveengineering:metal               |       39 | Iron Plate                       | plateIron                                        |     |
| immersiveengineering:metal               |        4 | Nickel Ingot                     | ingotNickel                                      |     |
| immersiveengineering:metal               |       40 | Gold Plate                       | plateGold                                        |     |
| immersiveengineering:metal               |        5 | Uranium Ingot                    | ingotUranium                                     |     |
| immersiveengineering:metal               |        6 | Constantan Ingot                 | ingotConstantan                                  |     |
| immersiveengineering:metal               |        7 | Electrum Ingot                   | ingotElectrum                                    |     |
| immersiveengineering:metal               |        8 | Steel Ingot                      | ingotSteel                                       |     |
| immersiveengineering:metal               |        9 | Copper Grit                      | dustCopper                                       |     |
| immersiveengineering:metal_decoration1   |        0 | Steel Fence                      | fenceSteel                                       |     |
| immersiveengineering:metal_decoration1   |        1 | Steel Scaffolding                | scaffoldingSteel                                 |     |
| immersiveengineering:metal_decoration1   |        2 | Steel Scaffolding                | scaffoldingSteel                                 |     |
| immersiveengineering:metal_decoration1   |        3 | Steel Scaffolding                | scaffoldingSteel                                 |     |
| immersiveengineering:metal_decoration1   |        4 | Aluminium Fence                  | fenceAluminum                                    |     |
| immersiveengineering:metal_decoration1   |        5 | Aluminium Scaffolding            | scaffoldingAluminum                              |     |
| immersiveengineering:metal_decoration1   |        6 | Aluminium Scaffolding            | scaffoldingAluminum                              |     |
| immersiveengineering:metal_decoration1   |        7 | Aluminium Scaffolding            | scaffoldingAluminum                              |     |
| immersiveengineering:ore                 |        0 | Copper Ore                       | oreCopper                                        |     |
| immersiveengineering:ore                 |        1 | Bauxite Ore                      | oreAluminum                                      |     |
| immersiveengineering:ore                 |        2 | Lead Ore                         | oreLead                                          |     |
| immersiveengineering:ore                 |        3 | Silver Ore                       | oreSilver                                        |     |
| immersiveengineering:ore                 |        4 | Nickel Ore                       | oreNickel                                        |     |
| immersiveengineering:ore                 |        5 | Uranium Ore                      | oreUranium                                       |     |
| immersiveengineering:sheetmetal          |        0 | Copper Sheetmetal                | blockSheetmetalCopper                            |     |
| immersiveengineering:sheetmetal          |        1 | Aluminium Sheetmetal             | blockSheetmetalAluminum                          |     |
| immersiveengineering:sheetmetal          |       10 | Gold Sheetmetal                  | blockSheetmetalGold                              |     |
| immersiveengineering:sheetmetal          |        2 | Lead Sheetmetal                  | blockSheetmetalLead                              |     |
| immersiveengineering:sheetmetal          |        3 | Silver Sheetmetal                | blockSheetmetalSilver                            |     |
| immersiveengineering:sheetmetal          |        4 | Nickel Sheetmetal                | blockSheetmetalNickel                            |     |
| immersiveengineering:sheetmetal          |        5 | Uranium Sheetmetal               | blockSheetmetalUranium                           |     |
| immersiveengineering:sheetmetal          |        6 | Constantan Sheetmetal            | blockSheetmetalConstantan                        |     |
| immersiveengineering:sheetmetal          |        7 | Electrum Sheetmetal              | blockSheetmetalElectrum                          |     |
| immersiveengineering:sheetmetal          |        8 | Steel Sheetmetal                 | blockSheetmetalSteel                             |     |
| immersiveengineering:sheetmetal          |        9 | Iron Sheetmetal                  | blockSheetmetalIron                              |     |
| immersiveengineering:sheetmetal_slab     |        0 | Copper Sheetmetal Slab           | slabSheetmetalCopper                             |     |
| immersiveengineering:sheetmetal_slab     |        1 | Aluminium Sheetmetal Slab        | slabSheetmetalAluminum                           |     |
| immersiveengineering:sheetmetal_slab     |       10 | Gold Sheetmetal Slab             | slabSheetmetalGold                               |     |
| immersiveengineering:sheetmetal_slab     |        2 | Lead Sheetmetal Slab             | slabSheetmetalLead                               |     |
| immersiveengineering:sheetmetal_slab     |        3 | Silver Sheetmetal Slab           | slabSheetmetalSilver                             |     |
| immersiveengineering:sheetmetal_slab     |        4 | Nickel Sheetmetal Slab           | slabSheetmetalNickel                             |     |
| immersiveengineering:sheetmetal_slab     |        5 | Uranium Sheetmetal Slab          | slabSheetmetalUranium                            |     |
| immersiveengineering:sheetmetal_slab     |        6 | Constantan Sheetmetal Slab       | slabSheetmetalConstantan                         |     |
| immersiveengineering:sheetmetal_slab     |        7 | Electrum Sheetmetal Slab         | slabSheetmetalElectrum                           |     |
| immersiveengineering:sheetmetal_slab     |        8 | Steel Sheetmetal Slab            | slabSheetmetalSteel                              |     |
| immersiveengineering:sheetmetal_slab     |        9 | Iron Sheetmetal Slab             | slabSheetmetalIron                               |     |
| immersiveengineering:stone_decoration    |        3 | Block of Coal Coke               | blockFuelCoke                                    |     |
| immersiveengineering:stone_decoration    |        5 | Concrete                         | concrete                                         |     |
| immersiveengineering:stone_decoration    |        6 | Concrete Tile                    | concrete                                         |     |
| immersiveengineering:storage             |        0 | Block of Copper                  | blockCopper                                      |     |
| immersiveengineering:storage             |        1 | Block of Aluminium               | blockAluminum                                    |     |
| immersiveengineering:storage             |        2 | Block of Lead                    | blockLead                                        |     |
| immersiveengineering:storage             |        3 | Block of Silver                  | blockSilver                                      |     |
| immersiveengineering:storage             |        4 | Block of Nickel                  | blockNickel                                      |     |
| immersiveengineering:storage             |        5 | Block of Uranium                 | blockUranium                                     |     |
| immersiveengineering:storage             |        6 | Block of Constantan              | blockConstantan                                  |     |
| immersiveengineering:storage             |        7 | Block of Electrum                | blockElectrum                                    |     |
| immersiveengineering:storage             |        8 | Block of Steel                   | blockSteel                                       |     |
| immersiveengineering:storage_slab        |        0 | Copper Slab                      | slabCopper                                       |     |
| immersiveengineering:storage_slab        |        1 | Aluminium Slab                   | slabAluminum                                     |     |
| immersiveengineering:storage_slab        |        2 | Lead Slab                        | slabLead                                         |     |
| immersiveengineering:storage_slab        |        3 | Silver Slab                      | slabSilver                                       |     |
| immersiveengineering:storage_slab        |        4 | Nickel Slab                      | slabNickel                                       |     |
| immersiveengineering:storage_slab        |        5 | Uranium Slab                     | slabUranium                                      |     |
| immersiveengineering:storage_slab        |        6 | Constantan Slab                  | slabConstantan                                   |     |
| immersiveengineering:storage_slab        |        7 | Electrum Slab                    | slabElectrum                                     |     |
| immersiveengineering:storage_slab        |        8 | Steel Slab                       | slabSteel                                        |     |
| immersiveengineering:treated_wood        |    32767 | (WILDCARD)                       | plankTreatedWood                                 |     |
| immersiveengineering:treated_wood_slab   |    32767 | (WILDCARD)                       | slabTreatedWood                                  |     |
| immersiveengineering:wooden_decoration   |        0 | Treated Wood Fence               | fenceTreatedWood                                 |     |
| immersiveengineering:wooden_decoration   |        1 | Treated Wood Scaffolding         | scaffoldingTreatedWood                           |     |
| industrialforegoing:plastic              |        0 | Plastic                          | itemRubber                                       |     |
| minecraft:acacia_stairs                  |        0 | Acacia Wood Stairs               | stairWood                                        |     |
| minecraft:beef                           |        0 | Raw Beef                         | listAllbeefraw                                   |     |
| minecraft:beetroot                       |        0 | Beetroot                         | cropBeet                                         |     |
| minecraft:beetroot_seeds                 |        0 | Beetroot Seeds                   | listAllseed                                      |     |
| minecraft:birch_stairs                   |        0 | Birch Wood Stairs                | stairWood                                        |     |
| minecraft:blaze_powder                   |        0 | Blaze Powder                     | powderBlaze                                      |     |
| minecraft:blaze_rod                      |        0 | Blaze Rod                        | rodBlaze                                         |     |
| minecraft:bone                           |        0 | Bone                             | bone                                             |     |
| minecraft:bookshelf                      |        0 | Oak Bookshelf                    | bookshelf,bookshelfOak                           |     |
| minecraft:bread                          |        0 | Bread                            | bread                                            |     |
| minecraft:brick                          |        0 | Brick                            | ingotBrick                                       |     |
| minecraft:brown_mushroom                 |        0 | Mushroom                         | mushroomAny                                      |     |
| minecraft:cactus                         |        0 | Cactus                           | blockCactus                                      |     |
| minecraft:carrot                         |        0 | Carrot                           | cropCarrot                                       |     |
| minecraft:chest                          |        0 | Oak Chest                        | chest,chestWood                                  |     |
| minecraft:chicken                        |        0 | Raw Chicken                      | listAllchickenraw                                |     |
| minecraft:coal                           |        0 | Coal                             | coal                                             |     |
| minecraft:coal                           |        1 | Charcoal                         | charcoal                                         |     |
| minecraft:coal_block                     |        0 | Block of Coal                    | blockCoal                                        |     |
| minecraft:coal_ore                       |        0 | Coal Ore                         | oreCoal                                          |     |
| minecraft:cobblestone                    |        0 | Cobblestone                      | cobblestone,materialStoneTool                    |     |
| minecraft:cooked_beef                    |        0 | Steak                            | listAllbeefcooked                                |     |
| minecraft:cooked_chicken                 |        0 | Cooked Chicken                   | listAllchickencooked                             |     |
| minecraft:cooked_porkchop                |        0 | Cooked Porkchop                  | listAllporkcooked                                |     |
| minecraft:crafting_table                 |        0 | Crafting Table                   | craftingTableWood,workbench                      |     |
| minecraft:dark_oak_stairs                |        0 | Dark Oak Wood Stairs             | stairWood                                        |     |
| minecraft:diamond                        |        0 | Diamond                          | gemDiamond                                       |     |
| minecraft:diamond_block                  |        0 | Block of Diamond                 | blockDiamond                                     |     |
| minecraft:diamond_ore                    |        0 | Diamond Ore                      | oreDiamond                                       |     |
| minecraft:dirt                           |        0 | Dirt                             | dirt                                             |     |
| minecraft:dirt                           |        2 | Podzol                           | podzol                                           |     |
| minecraft:dye                            |        0 | Ink Sac                          | dye,dyeBlack                                     |     |
| minecraft:dye                            |        1 | Rose Red                         | dye,dyeRed                                       |     |
| minecraft:dye                            |       10 | Lime Dye                         | dye,dyeLime                                      |     |
| minecraft:dye                            |       11 | Dandelion Yellow                 | dye,dyeYellow                                    |     |
| minecraft:dye                            |       12 | Light Blue Dye                   | dye,dyeLightBlue                                 |     |
| minecraft:dye                            |       13 | Magenta Dye                      | dye,dyeMagenta                                   |     |
| minecraft:dye                            |       14 | Orange Dye                       | dye,dyeOrange                                    |     |
| minecraft:dye                            |       15 | Bone Meal                        | dye,dyeWhite                                     |     |
| minecraft:dye                            |        2 | Cactus Green                     | dye,dyeGreen                                     |     |
| minecraft:dye                            |        3 | Cocoa Beans                      | dye,dyeBrown                                     |     |
| minecraft:dye                            |    32767 | (WILDCARD)                       | dye                                              |     |
| minecraft:dye                            |        4 | Lapis Lazuli                     | dye,dyeBlue,gemLapis                             |     |
| minecraft:dye                            |        5 | Purple Dye                       | dye,dyePurple                                    |     |
| minecraft:dye                            |        6 | Cyan Dye                         | dye,dyeCyan                                      |     |
| minecraft:dye                            |        7 | Light Gray Dye                   | dye,dyeLightGray                                 |     |
| minecraft:dye                            |        8 | Gray Dye                         | dye,dyeGray                                      |     |
| minecraft:dye                            |        9 | Pink Dye                         | dye,dyePink                                      |     |
| minecraft:egg                            |        0 | Egg                              | egg                                              |     |
| minecraft:emerald                        |        0 | Emerald                          | gemEmerald                                       |     |
| minecraft:emerald_block                  |        0 | Block of Emerald                 | blockEmerald                                     |     |
| minecraft:emerald_ore                    |        0 | Emerald Ore                      | oreEmerald                                       |     |
| minecraft:end_stone                      |        0 | End Stone                        | endstone                                         |     |
| minecraft:ender_chest                    |        0 | Ender Chest                      | chest,chestEnder                                 |     |
| minecraft:ender_pearl                    |        0 | Ender Pearl                      | enderpearl                                       |     |
| minecraft:feather                        |        0 | Feather                          | feather                                          |     |
| minecraft:flint                          |        0 | Flint                            | materialStoneTool                                |     |
| minecraft:glass                          |        0 | Glass                            | blockGlass,blockGlassColorless                   |     |
| minecraft:glass_pane                     |        0 | Glass Pane                       | paneGlass,paneGlassColorless                     |     |
| minecraft:glowstone                      |        0 | Glowstone                        | glowstone                                        |     |
| minecraft:glowstone_dust                 |        0 | Glowstone Dust                   | dustGlowstone                                    |     |
| minecraft:gold_block                     |        0 | Block of Gold                    | blockGold                                        |     |
| minecraft:gold_ingot                     |        0 | Gold Ingot                       | ingotGold                                        |     |
| minecraft:gold_nugget                    |        0 | Gold Nugget                      | nuggetGold                                       |     |
| minecraft:gold_ore                       |        0 | Gold Ore                         | oreGold                                          |     |
| minecraft:grass                          |        0 | Grass Block                      | grass                                            |     |
| minecraft:gravel                         |        0 | Gravel                           | gravel                                           |     |
| minecraft:gunpowder                      |        0 | Gunpowder                        | gunpowder                                        |     |
| minecraft:hardened_clay                  |    32767 | (WILDCARD)                       | hardenedClay                                     |     |
| minecraft:ice                            |        0 | Ice                              | blockIce,ice                                     |     |
| minecraft:iron_block                     |        0 | Block of Iron                    | blockIron                                        |     |
| minecraft:iron_ingot                     |        0 | Iron Ingot                       | ingotIron                                        |     |
| minecraft:iron_nugget                    |        0 | Iron Nugget                      | nuggetIron                                       |     |
| minecraft:iron_ore                       |        0 | Iron Ore                         | oreIron                                          |     |
| minecraft:jungle_stairs                  |        0 | Jungle Wood Stairs               | stairWood                                        |     |
| minecraft:lapis_block                    |        0 | Lapis Lazuli Block               | blockLapis                                       |     |
| minecraft:lapis_ore                      |        0 | Lapis Lazuli Ore                 | oreLapis                                         |     |
| minecraft:leather                        |        0 | Leather                          | leather                                          |     |
| minecraft:leaves                         |    32767 | (WILDCARD)                       | treeLeaves                                       |     |
| minecraft:leaves2                        |    32767 | (WILDCARD)                       | treeLeaves                                       |     |
| minecraft:log                            |    32767 | (WILDCARD)                       | logWood                                          |     |
| minecraft:log2                           |    32767 | (WILDCARD)                       | logWood                                          |     |
| minecraft:melon_seeds                    |        0 | Melon Seeds                      | listAllseed                                      |     |
| minecraft:mycelium                       |        0 | Mycelium                         | mycelium                                         |     |
| minecraft:nether_star                    |        0 | Nether Star                      | netherStar                                       |     |
| minecraft:nether_wart                    |        0 | Nether Wart                      | cropNetherWart                                   |     |
| minecraft:netherbrick                    |        0 | Nether Brick                     | ingotBrickNether                                 |     |
| minecraft:netherrack                     |        0 | Netherrack                       | netherrack                                       |     |
| minecraft:oak_stairs                     |        0 | Oak Wood Stairs                  | stairWood                                        |     |
| minecraft:obsidian                       |        0 | Obsidian                         | obsidian                                         |     |
| minecraft:packed_ice                     |        0 | Packed Ice                       | blockPackedIce                                   |     |
| minecraft:paper                          |        0 | Paper                            | paper                                            |     |
| minecraft:planks                         |    32767 | (WILDCARD)                       | plankWood                                        |     |
| minecraft:porkchop                       |        0 | Raw Porkchop                     | listAllporkraw                                   |     |
| minecraft:potato                         |        0 | Potato                           | cropPotato                                       |     |
| minecraft:prismarine                     |        0 | Prismarine                       | blockPrismarine                                  |     |
| minecraft:prismarine                     |        1 | Prismarine Bricks                | blockPrismarineBrick                             |     |
| minecraft:prismarine                     |        2 | Dark Prismarine                  | blockPrismarineDark                              |     |
| minecraft:prismarine_crystals            |        0 | Prismarine Crystals              | crystalsPrismarine,dustPrismarine                |     |
| minecraft:prismarine_shard               |        0 | Prismarine Shard                 | gemPrismarine,shardPrismarine                    |     |
| minecraft:pumpkin_seeds                  |        0 | Pumpkin Seeds                    | listAllseed                                      |     |
| minecraft:quartz                         |        0 | Nether Quartz                    | gemQuartz                                        |     |
| minecraft:quartz_block                   |        0 | Block of Quartz                  | blockQuartz                                      |     |
| minecraft:quartz_ore                     |        0 | Nether Quartz Ore                | oreQuartz                                        |     |
| minecraft:record_11                      |        0 | Music Disc                       | record                                           |     |
| minecraft:record_13                      |        0 | Music Disc                       | record                                           |     |
| minecraft:record_blocks                  |        0 | Music Disc                       | record                                           |     |
| minecraft:record_cat                     |        0 | Music Disc                       | record                                           |     |
| minecraft:record_chirp                   |        0 | Music Disc                       | record                                           |     |
| minecraft:record_far                     |        0 | Music Disc                       | record                                           |     |
| minecraft:record_mall                    |        0 | Music Disc                       | record                                           |     |
| minecraft:record_mellohi                 |        0 | Music Disc                       | record                                           |     |
| minecraft:record_stal                    |        0 | Music Disc                       | record                                           |     |
| minecraft:record_strad                   |        0 | Music Disc                       | record                                           |     |
| minecraft:record_wait                    |        0 | Music Disc                       | record                                           |     |
| minecraft:record_ward                    |        0 | Music Disc                       | record                                           |     |
| minecraft:red_mushroom                   |        0 | Mushroom                         | mushroomAny                                      |     |
| minecraft:red_sandstone                  |    32767 | (WILDCARD)                       | sandstone                                        |     |
| minecraft:redstone                       |        0 | Redstone                         | dustRedstone                                     |     |
| minecraft:redstone_block                 |        0 | Block of Redstone                | blockRedstone                                    |     |
| minecraft:redstone_ore                   |        0 | Redstone Ore                     | oreRedstone                                      |     |
| minecraft:reeds                          |        0 | Sugar Canes                      | sugarcane                                        |     |
| minecraft:sand                           |    32767 | (WILDCARD)                       | sand                                             |     |
| minecraft:sandstone                      |    32767 | (WILDCARD)                       | sandstone                                        |     |
| minecraft:sapling                        |    32767 | (WILDCARD)                       | treeSapling                                      |     |
| minecraft:slime                          |        0 | Slime Block                      | blockSlime                                       |     |
| minecraft:slime_ball                     |        0 | Slimeball                        | slimeball                                        |     |
| minecraft:snow_layer                     |        0 | Snow                             | snowLayer                                        |     |
| minecraft:soul_sand                      |        0 | Soul Sand                        | soulSand                                         |     |
| minecraft:spruce_stairs                  |        0 | Spruce Wood Stairs               | stairWood                                        |     |
| minecraft:stained_glass                  |        0 | White Stained Glass              | blockGlass,blockGlassWhite                       |     |
| minecraft:stained_glass                  |        1 | Orange Stained Glass             | blockGlass,blockGlassOrange                      |     |
| minecraft:stained_glass                  |       10 | Purple Stained Glass             | blockGlass,blockGlassPurple                      |     |
| minecraft:stained_glass                  |       11 | Blue Stained Glass               | blockGlass,blockGlassBlue                        |     |
| minecraft:stained_glass                  |       12 | Brown Stained Glass              | blockGlass,blockGlassBrown                       |     |
